PortalID,Status,LastUpdated,AgencyDept,Title,Type,LOI,Categories,Purpose,Description,ApplicantType,FundingSource,MatchingFunds,EstAvailFunds,FundingMethod,OpenDate,ApplicationDeadline,ExpAwardDate,GrantURL,MaxAwards,MinAwards,MaxAmounts,MinAmounts,IsOngoing
8681,active,2022-01-28 22:41:07,Department of Housing and Community Development,2021 HOME NOFA Amendment (Tribal Entities Only),Grant; Loan,Yes,"Housing, Community and Economic Development",The intended outcomes from this grant opportunity are as follows:Create approximately 150 new units of affordable rental housingCreate approximately 25 new affordable single family homes for purchase Assist with the purchase or rehabilitation of approximately 250 affordable single-family residencesProvide approximately 24 months of rental assistance to 300 low-income households.,"The HOME Program is intended to fund a variety of projects and programs. Applicants can include Cities, Counties, Tribal Entities or Tribally Designated Housing Authorities, Community Housing Development Organizations, and other Developers.  Activities funded include the acquisition and new construction or rehabilitation of multi-family projects providing housing to income-eligible tenants, the development of single-family residences to be sold to income-eligible households, and to fund local programs that provide first-time homebuyer downpayment assistance, owner-occupied rehabilitation, and tenant-based rental assistance. Cities, Counties and Tribal entities are eligible only if they do not receive a direct HOME allocation from HUD. Developers and CHDOs must locate their projects to serve communities that do not receive a direct HOME allocation from HUD.  Projects may receive a grant or loan depending on the applicant for up to $7M. Programs maximum grant amount will be $2M and applicants can utilize the funds for any of or all three of the eligible activities to fund fund homebuyer downpayment loans, owner-occupied rehabilitation loans/grants and tenant-based rental assistance grants.  KEYWORDS  rehabilitationdownpayment assistancetenant-based rental assistancerental housingHOME     *** NOTE: This application deadline extension is for Tribal Entities Only, see separate opportunity for City, County, Developers***  This funding provides loans or grants to eligible HOME Applicants serving low-income (at or below 80 percent of Area Median Income (AMI)) and very low-income (at or below 50 percent of AMI) households.  All housing assisted with these funds will be occupied by households that meet the income restrictions for the program which require the funds go to serve households whose incomes are at or below 80% AMI.    ",Tribal Government,Federal,Not Required,72000000.0,Reimbursement(s),2022-01-28 08:00:00,Ongoing,July 2022,https://www.hcd.ca.gov/grants-funding/active-funding/home.shtml,,,,,1
8588,closed,2022-06-29 13:28:22,CA Natural Resources Agency,Museum Grant Program,Grant,No,Disadvantaged Communities; Education; Libraries and Arts,"The Museum Grant Program is intended to solicit proposals for projects that assist the California Cultural and Historical Endowment in supporting and enhancing museums that are deeply rooted in, and reflective of, previously underserved communities.  Priority funding will be given to museums that have been severely impacted by COVID-19 and that serve underserved communities or Title 1 Students.","Introduction:  Assembly Bill (AB) 716 established the California Cultural and Historical Endowment (CCHE) in 2002. Funds for the CCHE came from Proposition 40, the California Clean Water, Clean Air, Safe Neighborhood Parks, and Coastal Protection Act of 2002.  $122 million in grants were distributed competitively for the acquisition, restoration, preservation, and interpretation of historical and cultural resources.  In 2013, AB 482 (Atkins) authorized the creation of a specified competitive grant program administered by CCHE to support small capital projects in museums.  On September 23, 2018, Senate Bill (SB) 1493 was approved and expanded the museum grant program’s project focus to include exhibits, educational programs, outreach programs, public programs, curriculum, marketing, and collections care in museums.  SB 74 Budget Act of 2020 states that the California Natural Resources Agency shall prioritize the funds for museums severely affected by COVID -19 and that serve historically underserved communities and/or students subject to Title 1 of the Federal Elementary and Secondary Education Act.  AB 128 Budget Act of 2021 appropriated $50 million for museum grants and directed the California Natural Resources Agency to continue prioritizing the funding for museums severely affected by COVID-19 and that serve historically underserved communities or students subject to Title 1 of the Federal Elementary and Secondary Education Act.  Eligible Projects:  Eligible projects include program projects, small capital projects, or a combination of a program and related capital elements.  All projects must support at least one of the following to be eligible: exhibits, educational programs, outreach programs, public programs, curriculum, marketing, collections care, and small capital projects.  Selection Process:  Step 1: Applicants submit Project Proposals through the System for Online Application Review (SOAR).  Step 2: Field visits are conducted for the most competitive projects.  Step 3: Applicants selected to further compete submit additional documentation.  Documentation is evaluated with the most competitive applicants being recommended for funding.  In evaluating projects, scores are used to determine initial rankings and facilitate discussions for each proposal. To achieve equitable distribution of funds, the State may consider additional factors including, but not limited to, geographic distribution of funds, previous grant performance, disadvantaged community status, and feasibility to accept partial funding.  Tribal Consultation: Applicants should consult and involve Native American Tribes and stakeholder groups regarding projects that affect California tribal communities.",Nonprofit; Public Agency; Tribal Government,State,5%,47500000.0,Reimbursement(s),2022-01-28 08:00:00,2022-03-11 00:00:00,November 2022,https://resources.ca.gov/-/media/CNRA-Website/Files/grants/CCHE/CCHE-MGP/MGP-FINAL-GUIDELINES-20220128.pdf,,,500000.0,50000.0,0
8708,closed,2022-03-03 18:24:11,Department of Fish and Wildlife,Proposition 1 Watershed Restoration Grant Program,Grant,No,Environment & Water,To fund multi-benefit ecosystem and watershed protection and restoration projects.,"The Water Quality, Supply, and Infrastructure Improvement Act of 2014 (Proposition 1) provides funding to implement the three broad objectives of the California Water Action Plan: more reliable water supplies, the restoration of important species and habitat, and a more resilient, sustainably managed water resources system (e.g., water supply, water quality, flood protection, environment) that can better withstand inevitable and unforeseen pressures in the coming decades. The Watershed Restoration Grant Program funds water quality, river, and watershed protection and restoration projects of statewide importance outside of the Delta.",Nonprofit; Public Agency; Tribal Government,State,Not Required,24000000.0,Reimbursement(s),2022-01-27 08:00:00,2022-03-04 15:00:00,Summer 2022,https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=197275&inline,,,,,0
8705,closed,2022-03-03 18:22:33,Department of Fish and Wildlife,Proposition 1 Delta Water Quality and Ecosystem Restoration Grant Program,Grant,No,Environment & Water,To fund multi-benefit ecosystem and watershed protection and restoration projects that benefit the Delta.,"The Water Quality, Supply, and Infrastructure Improvement Act of 2014 (Proposition 1) provides funding to implement the three broad objectives of the California Water Action Plan: more reliable water supplies, the restoration of important species and habitat, and a more resilient, sustainably managed water resources system (e.g., water supply, water quality, flood protection, environment) that can better withstand inevitable and unforeseen pressures in the coming decades. The Delta Water Quality and Ecosystem Restoration Grant Program funds projects that benefit the Delta.",Nonprofit; Public Agency; Tribal Government,State,Not Required,7000000.0,Reimbursement(s),2022-01-27 08:00:00,2022-03-04 15:00:00,Summer 2022,https://www.wildlife.ca.gov/Conservation/Watersheds/Restoration-Grants,,,,,0
8696,closed,2022-01-27 17:03:35,Governor's Office of Emergency Services,2021-22 Electronic Suspected Child Abuse Reporting System (ES) Program RFP (2nd Release),Grant,No,"Consumer Protection; Education; Law, Justice, and Legal Services","The purpose of the ES Program is to improve the system of sharing information for suspected child abuse cases by establishing an electronic Suspected Child Abuse Report (SCAR) system that will be used by district attorney offices, local law enforcement, and county child welfare services departments.","For many years, the Suspected Child Abuse Report (SCAR) has been shared by county agencies primarily by fax, which has become technologically outdated. This method of sharing critical information is insufficient for timely and reliable communication.  In 2005, Los Angeles County identified the need for an electronic Suspected Child Abuse Report System (eSCARS) and developed a secure web-based database that is used by the Los Angeles County Department of Child and Family Services, the district attorney’s office, and local law enforcement agencies.  In fiscal year 2016-17, the Cal OES Victim Services Branch released an RFP to fund three additional counties with CJA funds to develop and implement eSCARS. Santa Barbara County, Yolo County, and Fresno County were awarded funds and are currently finalizing their eSCARS development.  Through interviews with Santa Barbara County, Yolo County, Fresno County, and Los Angeles County, the eSCARS Guidance Document (Attachment A) was developed by NPC Research. The Guidance Document provides detailed steps for developing an eSCARS. This document must be used by the counties selected for funding.  The purpose of the ES Program is to improve the system of sharing information for suspected child abuse cases by establishing an electronic SCAR system that will be used by district attorney offices, local law enforcement agencies, and child welfare services departments.",Public Agency,Federal,Not Required,400000.0,Reimbursement(s),2022-01-26 16:00:00,2022-03-23 17:00:00,04/29/22,https://www.caloes.ca.gov/cal-oes-divisions/grants-management/search-for-grants?k=ES,,,200000.0,0.0,0
8666,closed,2022-03-08 23:34:13,Governor's Office of Emergency Services,2022 Listos California Cert Support Grant (LC) Program RFP – EXTENDED,Grant,No,Disaster Prevention & Relief,The purpose of the Listos California CERT Support Grant (LC) Program is to provide funding to new and existing CERT programs to support projects that help prepare vulnerable and underserved populations.,"The purpose of the Listos California CERT Support Grant Program is to provide funding to new and existing CERT programs to support projects that help prepare vulnerable and underserved populations including: providing CERT training in languages other than English, providing CERT training to underserved and/or populations that are at high risk for disasters, providing accommodations for training participants that have access or functional needs, such as ESL interpretation, and building capacity to respond to disasters.",Nonprofit; Public Agency,State,Not Required,500000.0,Advances & Reimbursement(s),2022-01-25 16:00:00,2022-03-15 17:00:00,07/01/2022,https://www.caloes.ca.gov/cal-oes-divisions/grants-management/search-for-grants?k=LC,,,,,0
8663,closed,2022-03-08 23:33:30,Governor's Office of Emergency Services,2022 Listos California Target Grant (LG) Program RFP – EXTENDED,Grant,No,Disadvantaged Communities; Disaster Prevention & Relief,"Support organizations that serve populations with key social vulnerability factors located in areas at moderate to high risk from natural hazard. Targeted community-based organizations throughout the state, can work independently or subgrant to provide disaster training and resources to vulnerable and diverse populations. ","The LG Program is to support organizations throughout California that serve populations with key social vulnerability factors located in areas at moderate to high risk from natural hazard. Targeted community-based organizations throughout the state, referred to as Target CBOs, can work independently or subgrant with local CBOs to provide disaster training and resources to vulnerable and diverse populations. This work is intended to increase their communities’ disaster preparedness, response, recovery, and mitigation capabilities.  Social vulnerability refers to the potential negative effects on communities caused by external stresses on human health. Such stresses include natural or human-caused disasters, or disease outbreaks. Reducing social vulnerability can decrease both human suffering and economic loss.",Nonprofit,State,Not Required,6000000.0,Advances & Reimbursement(s),2022-01-25 16:00:00,2022-03-15 17:00:00,07/01/2022,https://www.caloes.ca.gov/cal-oes-divisions/grants-management/search-for-grants?k=LG,,,,,0
8660,closed,2022-03-08 23:35:55,Governor's Office of Emergency Services,2022 Listos California Tribal Grant (LI) Program RFP – EXTENDED,Grant,No,Disadvantaged Communities; Disaster Prevention & Relief,"To support federally-recognized tribes located in California that serve populations in areas at moderate to high risk from natural hazard. Tribal governments can work independently, with other tribal governments, or with local CBOs to provide disaster training and resources to vulnerable and diverse populations. This work is intended to increase their communities’ disaster preparedness, response, recovery, and mitigation capabilities.","The LI Program is to support federally- recognized tribes located in California that serve populations in areas at moderate to high risk from natural hazard. Tribal governments can work independently, with other tribal governments, or with local CBOs to provide disaster training and resources to vulnerable and diverse populations.  This work is intended to increase their communities’ disaster preparedness, response, recovery, and mitigation capabilities.  Social vulnerability refers to the potential negative effects on communities caused by external stresses on human health. Such stresses include natural or human-caused disasters, or disease outbreaks. Reducing social vulnerability can decrease both human suffering and economic loss.  Socially vulnerable populations include those who have special needs, such as, but not limited to, people without vehicles, people with disabilities, older adults, and people with limited English proficiency.  The Listos California Grant Program is comprised of multiple entities, the LI Program being a critical one. The other entities will all compete for other grant funding.",Tribal Government,State,Not Required,1000000.0,Advances & Reimbursement(s),2022-01-25 16:00:00,2022-03-15 17:00:00,07/01/2022,https://www.caloes.ca.gov/cal-oes-divisions/grants-management/search-for-grants?k=LI,,,,,0
8654,closed,2022-03-08 23:34:58,Governor's Office of Emergency Services,2022 Listos California Statewide Grant (LS) Program RFP – EXTENDED,Grant,No,Disaster Prevention & Relief,"To support organizations that serve populations with key social vulnerability factors located in areas at moderate to high risk from natural hazard. Community-based organizations throughout the state, can work independently or subgrant, to provide disaster training and resources to vulnerable and diverse populations. This work is intended to increase their communities’ disaster preparedness, response, recovery, and mitigation capabilities.","The LS Program is to support organizations throughout California that serve populations with key social vulnerability factors located in areas at moderate to high risk from natural hazard. Community-based organizations throughout the state referred to as CBOs, can work independently or subgrant with local CBOs to provide disaster training and resources to vulnerable and diverse populations. This work is intended to increase their communities’ disaster preparedness, response, recovery, and mitigation capabilities.  Social vulnerability refers to the potential negative effects on communities caused by external stresses on human health. Such stresses include natural or human-caused disasters, or disease outbreaks. Reducing social vulnerability can decrease both human suffering and economic loss.",Nonprofit; Tribal Government,State,Not Required,8000000.0,Advances & Reimbursement(s),2022-01-25 16:00:00,2022-03-15 17:00:00,07/01/2022,https://www.caloes.ca.gov/cal-oes-divisions/grants-management/search-for-grants?k=LS,,,,,0
8678,closed,2022-06-24 22:02:58,Department of Fish and Wildlife,Environmental Enhancement Fund,Grant,No,Environment & Water; Parks & Recreation,"The objective of this grant program is to award grants to nonprofit organizations, cities, counties, cities and counties, districts, state agencies, and departments; and, to the extent permitted by federal law, to federal agencies to support environmental enhancement projects located within or immediately adjacent to waters of the state.","The Environmental Enhancement Fund (EEF) grant program is administered by the California Department of Fish and Wildlife's Office of Spill Prevention and Response. The objective of this grant program is to award grants to nonprofit organizations, cities, counties, cities and counties, districts, state agencies, and departments; and, to the extent permitted by federal law, to federal agencies to support environmental enhancement projects located within or immediately adjacent to waters of the state. An enhancement project is a project that acquires habitat for preservation, or improves habitat quality and ecosystem function above baseline conditions, and that meets all of the following requirements: is located within or immediately adjacent to waters of the state, as defined in California Government Code (of Section 8670.3); has measurable outcomes within a predetermined timeframe; and is designed to acquire, restore, or improve habitat or restore ecosystem function, or both, to benefit fish and wildlife.    The California Department of Fish and Wildlife’s Office of Spill Prevention and Response (OSPR) is seeking grant applications to help fund projects that enhance or restore habitat for wildlife, with available funding totaling $750,000.  All eligible agencies and projects are encouraged to apply.    Grant requires submission of an application available at https://wildlife.ca.gov/OSPR/Science/Environmental-Enhancement-Fund/About               ",Nonprofit; Public Agency,State,Not Required,750000.0,Reimbursement(s),2022-01-25 08:00:00,2022-03-30 17:00:00,"May 31, 2022",https://wildlife.ca.gov/OSPR/Science/Environmental-Enhancement-Fund/About,,,,,0
8639,closed,2022-01-24 21:04:50,Commission on the Status of Women and Girls,Women&#039;s Recovery Response Grant Funding Opportunity,Grant,No,"Disadvantaged Communities; Employment, Labor & Training; Housing, Community and Economic Development; Veterans & Military",The California Commission on the Status of Women and Girls (CCSWG) is soliciting applications for the Women’s Recovery Response Grant Program to support the existing and emerging needs of women in California who have been disproportionately impacted by the COVID-19 pandemic.    ,"As the state entity tasked with assessing gender equity in multiple issue areas including health, safety, employment, education, and others, the California Commission on the Status of Women and Girls is uniquely positioned to support local commissions and the direct service providers they work with to ensure that women’s needs are focused on statewide recovery efforts. The Budget Act of 2021 (Senate Bill 129) established the Women’s Recovery Response to provide local assistance with $5 million in one-time funds. The investment will insert structural support and resources into the network of local commissions while the California Commission continues to act as a statewide convener, facilitator, and oversight administrator.  Funds will support:  1)    Existing local women’s commissions by engaging and strengthens existing local women’s commissions to ultimately inform the development of a future statewide Women’s Economic Recovery Blueprint.  2)    Development of new local commissions at the city and county level to increase diverse representation of all women’s voices throughout California.  3)    Increase resources for community-based organizations providing direct services to support immediate needs for women through an economic security lens that ultimately support and align with the mission of women and girl’s commissions.  The goal of this Grant Funding Opportunity is to build a more direct system of support for women in communities across the state by strengthening the existing network of local commissions, growing diverse representation of all women’s voices through the establishment of new local commissions, and provide immediate relief to women by increasing resources for direct service providers to support the economic recovery of women and the economic circumstances of girls.  As we grapple with the long-term consequences and persistent challenges of this pandemic, it is imperative that women across the state, in all industries and localities, receive the support they need. The California Commission on the Status of Women and Girls is committed to leading the work to understand the impact of COVID-19 on women and families and ensuring that they are represented. This funding and the commitment from those who championed it is a key element of rebuilding in the wake of the pandemic. The California Commission on the Status of Women and Girls is proud to take this critical step toward equitable recovery statewide.   ",Nonprofit; Public Agency; Tribal Government,State,Not Required,5000000.0,Advance(s),2022-01-24 11:00:00,2022-02-04 04:00:00,"March 1, 2022",https://women.ca.gov/womens-recovery-response/,0.0,0.0,250000.0,25000.0,0
8624,active,2022-03-17 17:07:15,Coastal Conservancy,Wildfire Resilience (Ongoing),Grant,No,Disaster Prevention & Relief; Environment & Water,The Wildfire Resilience Program supports local partners to develop and implement projects that improve ecological health of natural lands and reduce the risk of catastrophic fire.   ,"The program will fund grants for: on-the-ground activities to restore the health and increase resilience of California forests, grasslands, and natural lands to wildfire; and planning and capacity building to increase wildfire resilience in California for projects from Marin County south to Ventura County.",Nonprofit; Public Agency; Tribal Government,State,Not Required,17000000.0,Reimbursement(s),2022-01-24 08:00:00,Ongoing,By May 2022,https://scc.ca.gov/2021/12/03/rfp-for-wildfire-resilience-projects-announced/,,,,,1
8582,closed,2022-01-19 22:48:30,CA Arts Council,Cultural Pathways,Grant,No,"Disadvantaged Communities; Disaster Prevention & Relief; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development","The purpose of the Cultural Pathways program is to strengthen the capacity of small, new, and emerging arts organizations that are rooted in communities of color, recent immigrant and refugee communities, and tribal or indigenous groups, and to anchor the cultural and creative work of these organizations into the cultural landscape of the state.","Successful applicants will receive two years of general operating support up to an amount of $30,000 ($15,000 per year). Successful applicants will also receive technical assistance and professional development tools, resources, and training. Technical assistance may take the form of convenings, webinars, learning communities, and workshops.   Program Goals   Projects should:   Strengthen organizational capacity of small, new, and emerging arts and cultural organizations.  Advance specific skills and knowledge of key administrative, artistic, and governance personnel.  Support the strategic and long-term stability of an organization.  Increase access to best practices in nonprofit and public sector management.   Program Requirements   General operating support is intended to support the organization or group in carrying out their mission. Cultural Pathways funding is not intended to support a specific project.   The applicant must complete general operating support activities aligned with the program’s purpose.  All activities to be funded by the CAC must occur within the two-year Grant Activity Period.  The organization must support a community of color, recent immigrant community, refugee community, tribal or indigenous group.  The organization must include and represent the communities to be served.  Organization mission, staff, and board (or other advisory or governing body) must remain deeply rooted in and reflective of the identified community or group.  Provided arts activities, programs and/or services must be culturally relevant and responsive to the identified community or group.  All CAC-funded programs, services, information, and facilities where funded activities take place, including online spaces, must be accessible for individuals with disabilities, including but not limited to individuals who are Deaf, Hard of Hearing, Deaf-Blind, have difficulty speaking, have a physical disability, visual disability, developmental disability, learning disability, mental illness, or chronic illness.  Successful applicants will be required to:   Participate in Technical Assistance and Professional Development activities offered remotely and in-person through the CAC and program partners.  Contribute to the learning community of the grantee cohort.  Attend one regional convening per year (travel assistance provided).   Technical Assistance may include the following areas:   Online grants management system support  Grant evaluation and reporting  Additional areas as identified by the grantee cohort   Professional Development may include the following areas:   Strategic planning and implementation  Leadership and board development  Nonprofit financial management  Fund development strategies  Marketing and outreach  Data and systems management  Arts presenting  Communicating the value of your work  Program evaluation  Developing and maintaining partnerships  Additional areas as identified by the grantee cohort ",Nonprofit; Public Agency; Tribal Government,State,Not Required,1161000.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/cultural-pathways/,77.0,0.0,30000.0,0.0,0
8579,closed,2022-01-19 22:45:06,CA Arts Council,JUMP StArts,Grant,No,"Disadvantaged Communities; Education; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development; Libraries and Arts","The JUMP StArts program supports arts and culture education, apprenticeship and/or mentorship via artists-in-residence programs for system-engaged, system-impacted, and/or at-promise youth and young people through the age of 24.","The JUMP StArts program has two project grant strands. Organizations may apply for and receive funding in one strand:   JUMP StArts – State Facilities JUMP StArts – Community Spaces and/or County Facilities   Planning grants are also available to support arts organizations in the process of developing an arts project for system-engaged, system-impacted, and/or at-promise youth.    Project Requirements   Applicant organization must develop and complete a project addressing the program’s purpose to be completed by the end of the Grant Activity Period. The project description must include an anticipated timeline for completion within the Grant Activity Period. Project planning and completion must reflect a commitment to include and represent the communities to be served; this includes youth, young adults, and/or individuals who were previously system-impacted, system-engaged, or at-promise input.  The project plan must describe activities, partnership responsibilities, intended artistic and youth development outcomes, and documentation strategies.  The project design must be human-centered, provide safe, healthy, and appropriate learning environments for youth and young people.  The project must include professional development training for teaching staff in both facility protocols and;and healing and/or trauma-informed practice.   Project team members to be compensated and supported by this grant must show relevant experience and be based in California. Rates of compensation for individual California teaching artists and cultural practitioners to be supported by this grant must be appropriate to experience and comparable to fees for other local skilled workers.   Individuals to be compensated by this grant may not be full-time students in a degree program directly related to any type of compensation/credit for this project.    Community Spaces and/or County Facilities Program Strand  Applicants applying to the Community Spaces and/or County Facilities program strand must partner with at least one of these entities serving youth engaged by the juvenile justice system, including but not limited to:   County juvenile halls and camps  Court schools  Community schools  Social services agencies or nonprofit organizations supporting priority youth populations    State Facilities Program Strand: Partnership with the Division of Juvenile Justice (DJJ)    Applicants to the State Facilities program strand must provide service at one or more of the following locations:   N.A. Chaderjian Youth Correctional Facility  O.H. Close Youth Correctional Facility  Ventura Youth Correctional Facility ",Nonprofit; Public Agency; Tribal Government,Federal and State,Not Required,2565000.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/jump-starts/,,,52500.0,2500.0,0
8576,closed,2022-01-19 22:30:47,CA Arts Council,Impact Projects,Grant,No,"Agriculture; Disadvantaged Communities; Disaster Prevention & Relief; Education; Employment, Labor & Training; Environment & Water; Food & Nutrition; Health & Human Services; Housing, Community and Economic Development; Law, Justice, and Legal Services; Libraries and Arts; Parks & Recreation; Science, Technology, and Research & Development; Transportation; Veterans & Military","The Impact Projects grant program intends to support collaborative projects that center local artists and forms of arts and cultural expression in responding to issues facing California at this time, including the pervasive social, political, and economic inequalities experienced by those communities most vulnerable to, and adversely affected by, the COVID19 pandemic.","Applicant organization must develop and complete a project addressing the goals of the program to be completed within the project timeline. The project description must include an anticipated timeline for completion within the Grant Activity Period. Projects must be collaboratively developed between local artist(s) and community members to develop and express creative and artistic goals and address a community-defined need. Projects must utilize creative practices to impact social issues affecting a community.  Project planning, implementation, and evaluation must reflect a commitment to include and represent the communities to be served. All aspects of the project should be free to community participants. Rates of compensation for individual artists and/or arts workers to be supported by this grant must be appropriate to experience and comparable to fees for other local skilled workers.  Individuals to be compensated by this grant may not be full-time students in a degree program directly related to any type of compensation/credit for this project.  All CAC-funded programs, services, information, and facilities where funded activities take place, including online spaces, must be accessible for individuals with disabilities, including but not limited to individuals who are Deaf, Hard of Hearing, Deaf-Blind, have difficulty speaking, have a physical disability, visual disability, developmental disability, learning disability, mental illness, or chronic illness.  Funding Restrictions  For organizations with total operating revenue at or above $250,000, the sum of requests for CAC grants during the same year of funding cannot exceed 50% of the total operating revenue from the most recently completed fiscal year.",Nonprofit; Public Agency; Tribal Government,State,Not Required,4156514.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/impact-projects/,,,20000.0,0.0,0
8573,closed,2022-01-19 22:43:18,CA Arts Council,State-Local Partner Mentorship,Grant,No,"Disadvantaged Communities; Education; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development; Libraries and Arts","The State-Local Partner Mentorship (SLP-M) program is intended to support the establishment of a county-designated local arts agency in each of the four counties in which no such agency has currently been identified (Alpine, Glenn, Kings, San Joaquin). Grant funds will go to four existing State-Local Partners to foster the development of new SLPs in these counties. ","Grantees will be required to accomplish the following within the grant activity period:  Convene a standing committee of community members and stakeholders to support development of new SLP structure and strategic framework. Model race equity practices and principles in the development of new SLP mission, vision, programming, and services.  Identify and retain a dedicated staff member to lead new SLP and provide mentorship to that individual.  Identify and maintain an accessible public office space for the new SLP.  Create a proposed operating budget for new SLP.  By the end of the grant activity period, establish an active SLP in the identified county, either as a unit of County government or an independent 501(c)(3).  Obtain resolution from the County Board of Supervisors naming the new SLP as the official partner of the CAC in that county.  All activities to be funded by the CAC must occur within the one-year Grant Activity Period (see Timeline). Extensions to the grant activity period can be approved on a case-by-case basis by formal request to the Program Specialist, Director of Program Services, and Director of Operations.  Rates of compensation for individual artists and/or arts workers to be supported by this grant must be appropriate to experience and comparable to fees for other local skilled workers.  All CAC-funded programs, services, information, and facilities where funded activities take place must be accessible for individuals with disabilities, including but not limited to individuals who are deaf, hard of hearing, deaf- blind, have difficulty speaking, have a physical disability, visual disability, developmental disability, learning disability, mental illness or chronic illness. ",Nonprofit; Public Agency; Tribal Government,State,Not Required,160000.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/state-local-partner-mentorship/,4.0,4.0,40000.0,0.0,0
8570,closed,2022-01-19 22:38:41,CA Arts Council,State-Local Partners,Grant,No,"Disadvantaged Communities; Education; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development; Libraries and Arts","The State-Local Partners (SLP) program provides general operating support and technical assistance for county-designated local arts agencies. The purpose of the program is to foster cultural development on the local level through a partnership between the State and the counties of California. The nature of this partnership includes funding, information exchange, cooperative activities, and leadership.","Projects should address the following State-Local Partnership program goals:    Support the work of local arts agencies in fostering the countywide arts and cultural ecosystem. Provide funds to address priorities identified at the local level in alignment with State-Local Partnership program requirements.  Promote race equity in programming and services for artists, arts organizations, communities, cultures, and creative practices throughout each county with a designated State-Local Partnership.  Serve every county in the state through a designated State-Local Partner in each county.    ",Nonprofit; Public Agency; Tribal Government,State,100%,3180000.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/state-local-partnership/,,,65000.0,0.0,0
8567,closed,2022-01-19 22:49:48,CA Arts Council,Reentry Through the Arts,Grant,No,"Disadvantaged Communities; Education; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development; Law, Justice, and Legal Services; Libraries and Arts","Reentry Through the Arts supports arts and culture programs for adults who have been incarcerated within correctional institutions. It reinforces the direct impact that arts and culture have on the health, welfare, and economic well-being of all Californians and their communities.    ","Project Requirements   All activities to be funded by the CAC must occur within the Grant Activity Period (see Timeline).  The proposed project must include arts and culture as a central component of a holistic and integrated approach to reentry that also includes other community-based support services, including but not limited to: Mental Health Services  Addiction Treatment and/or Counseling  Job Skills Training and/or Job Placement  Higher Education and/or Trade School Enrollment  Housing Placement and Services  Food Security  Behavioral Health  Family Reunification Services  The project must include the perspective of one or more people affected by incarceration as active participants in the design, planning, and implementation of the project.  The project should demonstrate significant planning and reflect a collaborative relationship between the partnering entities, as evidenced by the signed Letter of Agreement between partners.  Programming must be free of charge for project participants.  Project should include culturally responsive approaches that are relevant to the participants and the community and that foster the principles of restorative justice transformative justice, and/or healing-centered approaches.  All project participants must be compensated via stipends, honorariums, gift cards, or other form of compensation  Project team members to be compensated and supported by this grant must show relevant experience and be based in California.  Individuals to be compensated by this grant may not be full-time students in a degree program directly related to any type of compensation/credit for this project.  All CAC-funded programs, services, information, and facilities where funded activities take place, including online spaces, must be accessible for individuals with disabilities, including but not limited to individuals who are Deaf, Hard of Hearing, Deaf-Blind, have difficulty speaking, have a physical disability, visual disability, developmental disability, learning disability, mental illness, or chronic illness. ",Nonprofit; Public Agency; Tribal Government,State,Not Required,1165628.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/reentry-through-the-arts/,,,50000.0,0.0,0
8564,closed,2022-01-19 22:46:35,CA Arts Council,Arts & Cultural Organization General Operating Relief,Grant,No,"Disadvantaged Communities; Disaster Prevention & Relief; Education; Employment, Labor & Training; Health & Human Services; Housing, Community and Economic Development; Libraries and Arts; Veterans & Military",The Arts & Cultural Organizations General Operating Relief grant program intends to provide relief funding to arts and cultural organizations who have experienced economic hardships due to the COVID-19 pandemic. ,"This grant supports the well-being of California’s cultural vitality by helping sustain a robust and diverse arts workforce and infrastructure. Funds may be used to support any eligible expenses associated with the general operations of an arts or cultural organization, including but not limited to rent, utilities, and staff salaries. Applying for this grant does not restrict an organization from applying for other CAC project-based grants. General Operating grants are intended to support the applicant organization in carrying out its mission. Funding is not intended to support a specific project.   Arts Organizations Defined An arts and cultural organization is defined as an entity with a primary purpose of providing arts, creative, or cultural programming/services. Assessed by CAC staff, this purpose is determined by the organization’s mission, purpose statement, and/or by its summary of core organizational programs and services.  ",Nonprofit; Public Agency; Tribal Government,Federal and State,100%,12850000.0,Advance(s),2022-01-19 08:00:00,2022-03-09 23:59:00,Summer 2022,https://arts.ca.gov/grant_program/arts-cultural-organizations-general-operating-relief/,,,30000.0,0.0,0
