,Repository,Organization,Label,LabelStatus,counts
63,CTI-website-frontend,civictechindex,feature, product adoption,9
64,CTI-website-frontend,civictechindex,feature, site architecture,22
65,CTI-website-frontend,civictechindex,feature, user site testing,6
66,CTI-website-frontend,civictechindex,milestone, missing,33
67,CTI-website-frontend,civictechindex,okr, 00.01,2
68,CTI-website-frontend,civictechindex,okr, 01.02,8
69,CTI-website-frontend,civictechindex,okr, 01.03,2
70,CTI-website-frontend,civictechindex,p-feature, 404 page,2
71,CTI-website-frontend,civictechindex,p-feature, CTI Assets Kit,2
72,CTI-website-frontend,civictechindex,p-feature, Navigation,18
73,CTI-website-frontend,civictechindex,p-feature, Organizations,106
74,CTI-website-frontend,civictechindex,p-feature, about,15
75,CTI-website-frontend,civictechindex,p-feature, add organization,26
76,CTI-website-frontend,civictechindex,p-feature, collaboration,19
77,CTI-website-frontend,civictechindex,p-feature, contact us,10
78,CTI-website-frontend,civictechindex,p-feature, donation,6
79,CTI-website-frontend,civictechindex,p-feature, faq,28
80,CTI-website-frontend,civictechindex,p-feature, footer,23
81,CTI-website-frontend,civictechindex,p-feature, home,26
82,CTI-website-frontend,civictechindex,p-feature, how to get started,7
83,CTI-website-frontend,civictechindex,p-feature, how-to (depreciated),3
84,CTI-website-frontend,civictechindex,p-feature, indvOrgPage,6
85,CTI-website-frontend,civictechindex,p-feature, landing page,8
86,CTI-website-frontend,civictechindex,p-feature, link checker,2
87,CTI-website-frontend,civictechindex,p-feature, page header,6
88,CTI-website-frontend,civictechindex,p-feature, privacy policy,4
89,CTI-website-frontend,civictechindex,p-feature, project card,7
90,CTI-website-frontend,civictechindex,p-feature, search,25
91,CTI-website-frontend,civictechindex,p-feature, share,14
92,CTI-website-frontend,civictechindex,p-feature, subscribe,2
93,CTI-website-frontend,civictechindex,p-feature, support,11
94,CTI-website-frontend,civictechindex,p-feature, tag generator wizard,102
95,CTI-website-frontend,civictechindex,p-feature, tag suggestion,2
96,CTI-website-frontend,civictechindex,priority, High,38
97,CTI-website-frontend,civictechindex,priority, Low,15
98,CTI-website-frontend,civictechindex,priority, Medium,36
99,CTI-website-frontend,civictechindex,priority, missing,1
100,CTI-website-frontend,civictechindex,role, UI/UX,125
101,CTI-website-frontend,civictechindex,role, back end,83
102,CTI-website-frontend,civictechindex,role, communications,8
103,CTI-website-frontend,civictechindex,role, database,8
104,CTI-website-frontend,civictechindex,role, dev ops,5
105,CTI-website-frontend,civictechindex,role, front end,395
106,CTI-website-frontend,civictechindex,role, marketing,11
107,CTI-website-frontend,civictechindex,role, missing,20
108,CTI-website-frontend,civictechindex,role, product management,118
109,CTI-website-frontend,civictechindex,role, project management,44
110,CTI-website-frontend,civictechindex,role, stakeholder,1
111,CTI-website-frontend,civictechindex,role, testing,31
112,CTI-website-frontend,civictechindex,size, 13+pt,4
113,CTI-website-frontend,civictechindex,size, 1pt,199
114,CTI-website-frontend,civictechindex,size, 2pt,31
115,CTI-website-frontend,civictechindex,size, 3pt,9
116,CTI-website-frontend,civictechindex,size, 5pt,7
117,CTI-website-frontend,civictechindex,size, 8pt,2
118,CTI-website-frontend,civictechindex,size, large,4
119,CTI-website-frontend,civictechindex,size, medium,11
120,CTI-website-frontend,civictechindex,size, missing,446
121,CivicTechJobs,hackforla,feature, Agenda,8
122,CivicTechJobs,hackforla,feature, Architecture,28
123,CivicTechJobs,hackforla,feature, Documentation,16
124,CivicTechJobs,hackforla,feature, GitHub Actions,4
125,CivicTechJobs,hackforla,feature, GitHub setup,7
126,CivicTechJobs,hackforla,feature, User Research,19
127,CivicTechJobs,hackforla,feature, design system,13
128,CivicTechJobs,hackforla,feature, marketing,4
129,CivicTechJobs,hackforla,feature, passwords/keys/permissions,2
130,CivicTechJobs,hackforla,feature, project meeting check,1
131,CivicTechJobs,hackforla,feature, recruiting for CTJ,3
132,CivicTechJobs,hackforla,feature, requirements gathering,7
133,CivicTechJobs,hackforla,p-feature, All Filters,4
134,CivicTechJobs,hackforla,p-feature, CMS,12
135,CivicTechJobs,hackforla,p-feature, Components,15
136,CivicTechJobs,hackforla,p-feature, How to join page,5
137,CivicTechJobs,hackforla,p-feature, Landing Page,29
138,CivicTechJobs,hackforla,p-feature, Login page,1
139,CivicTechJobs,hackforla,p-feature, Navigation,11
140,CivicTechJobs,hackforla,p-feature, Search Page,12
141,CivicTechJobs,hackforla,p-feature, Search results,13
142,CivicTechJobs,hackforla,p-feature, Self-filter,7
143,CivicTechJobs,hackforla,p1, Highest,4
144,CivicTechJobs,hackforla,p2, Med-high,7
145,CivicTechJobs,hackforla,p3, Med,3
146,CivicTechJobs,hackforla,p4, Low,2
147,CivicTechJobs,hackforla,role, UI/UX - Design,56
148,CivicTechJobs,hackforla,role, UI/UX - Research,24
149,CivicTechJobs,hackforla,role, backend,25
150,CivicTechJobs,hackforla,role, devops,9
151,CivicTechJobs,hackforla,role, frontend,46
152,CivicTechJobs,hackforla,role, org,5
153,CivicTechJobs,hackforla,role, product,31
154,CivicTechJobs,hackforla,size, 13pt+,11
155,CivicTechJobs,hackforla,size, 1pt,69
156,CivicTechJobs,hackforla,size, 2pt,48
157,CivicTechJobs,hackforla,size, 3pt,34
158,CivicTechJobs,hackforla,size, 5pt,18
159,CivicTechJobs,hackforla,size, 8pt,6
160,CouncilML,hackla-engage,priority, High,1
161,CouncilML,hackla-engage,status, In-Progress,1
162,CouncilML,hackla-engage,type, Enhancement,1
163,GreenEarthOS,hackforla,bucket, All,95
164,GreenEarthOS,hackforla,bucket, Climate Collabathon,8
165,GreenEarthOS,hackforla,bucket, Climate Conferences,10
166,GreenEarthOS,hackforla,bucket, Climate projects,7
167,GreenEarthOS,hackforla,bucket, Ecosystem Map,10
168,GreenEarthOS,hackforla,bucket, Event Production,12
169,GreenEarthOS,hackforla,bucket, Funders,1
170,GreenEarthOS,hackforla,feature, Board/GithHub Maintenance,2
171,GreenEarthOS,hackforla,feature, brand exercise,29
172,GreenEarthOS,hackforla,feature, branding,31
173,GreenEarthOS,hackforla,framework, Communication,1
174,GreenEarthOS,hackforla,framework, Partner Management,2
175,GreenEarthOS,hackforla,framework, Persona,1
176,GreenEarthOS,hackforla,milestone, missing,28
177,GreenEarthOS,hackforla,people, 1,1
178,GreenEarthOS,hackforla,people, 1+,2
179,GreenEarthOS,hackforla,role, Backend Developer,1
180,GreenEarthOS,hackforla,role, UI/UX designer,11
181,GreenEarthOS,hackforla,role, UI/UX researcher,45
182,GreenEarthOS,hackforla,role, business analyst,5
183,GreenEarthOS,hackforla,role, data analyst,1
184,GreenEarthOS,hackforla,role, data scientist,1
185,GreenEarthOS,hackforla,role, missing,13
186,GreenEarthOS,hackforla,role, product management,73
187,GreenEarthOS,hackforla,role, product owner,4
188,GreenEarthOS,hackforla,size, 13pt,5
189,GreenEarthOS,hackforla,size, 1pt,94
190,GreenEarthOS,hackforla,size, 2pt,11
191,GreenEarthOS,hackforla,size, 3pt,2
192,GreenEarthOS,hackforla,size, 5pt,2
193,GreenEarthOS,hackforla,size, missing,1
194,HomeUniteUs,hackforla,feature, Administrative,29
195,HomeUniteUs,hackforla,feature, Architecture,30
196,HomeUniteUs,hackforla,feature, Board/Github Maintenance,3
197,HomeUniteUs,hackforla,feature, Design System,10
198,HomeUniteUs,hackforla,feature, Infrastructure,4
199,HomeUniteUs,hackforla,feature, Refactoring,1
200,HomeUniteUs,hackforla,feature, Security/Regulatory Compliance,2
201,HomeUniteUs,hackforla,feature, Testing,1
202,HomeUniteUs,hackforla,feature, Wiki,1
203,HomeUniteUs,hackforla,feature, missing,92
204,HomeUniteUs,hackforla,milestone, missing,103
205,HomeUniteUs,hackforla,p-feature, Application Guest,2
206,HomeUniteUs,hackforla,p-feature, Application Host,15
207,HomeUniteUs,hackforla,p-feature, Dashboard Admin Coordinator,3
208,HomeUniteUs,hackforla,p-feature, Dashboard Coordinator,22
209,HomeUniteUs,hackforla,p-feature, Dashboard Guest,16
210,HomeUniteUs,hackforla,p-feature, Dashboard Host,13
211,HomeUniteUs,hackforla,p-feature, Guest Registration,9
212,HomeUniteUs,hackforla,p-feature, Host Registration,15
213,HomeUniteUs,hackforla,p-feature, Host dashboard,1
214,HomeUniteUs,hackforla,p-feature, IAM,11
215,HomeUniteUs,hackforla,p-feature, Landing Page,3
216,HomeUniteUs,hackforla,p-feature, Matching,1
217,HomeUniteUs,hackforla,p-feature, Profile Coordinator,3
218,HomeUniteUs,hackforla,p-feature, Profile Guest,4
219,HomeUniteUs,hackforla,p-feature, Profile Host,3
220,HomeUniteUs,hackforla,points, 1,53
221,HomeUniteUs,hackforla,points, 13+,4
222,HomeUniteUs,hackforla,points, 2,39
223,HomeUniteUs,hackforla,points, 3,12
224,HomeUniteUs,hackforla,points, 5,4
225,HomeUniteUs,hackforla,points, 8,2
226,HomeUniteUs,hackforla,points, missing,125
227,HomeUniteUs,hackforla,role, Back End,28
228,HomeUniteUs,hackforla,role, DevOps,2
229,HomeUniteUs,hackforla,role, Front End,47
230,HomeUniteUs,hackforla,role, PM,78
231,HomeUniteUs,hackforla,role, UI/UX,62
232,HomeUniteUs,hackforla,role, missing,39
233,UI-UX,hackforla,complexity, good first issue,9
234,UI-UX,hackforla,complexity, large,2
235,UI-UX,hackforla,complexity, medium,2
236,UI-UX,hackforla,complexity, small,1
237,UI-UX,hackforla,feature, guide creation,49
238,UI-UX,hackforla,feature, research plans and components,1
239,UI-UX,hackforla,guide, Draft Guide,2
240,UI-UX,hackforla,guide, Draft Template,1
241,UI-UX,hackforla,guide, Gather Examples,23
242,UI-UX,hackforla,guide, Leadership Edits Requested,3
243,UI-UX,hackforla,guide, Leadership Review,3
244,UI-UX,hackforla,guide, Place Guide,1
245,UI-UX,hackforla,guide, Research,13
246,UI-UX,hackforla,guide, Review Guide,1
247,UI-UX,hackforla,role, CoP Lead - Design,1
248,UI-UX,hackforla,role, CoP Lead - content,1
249,UI-UX,hackforla,role, Content,1
250,UI-UX,hackforla,role, UI Design,12
251,UI-UX,hackforla,role, UX Research,5
252,UI-UX,hackforla,tg, Adopt Me!,5
253,VRMS,hackforla,feature, Onboarding - p1,3
254,VRMS,hackforla,feature, Project Management,13
255,VRMS,hackforla,feature, Recurring Events,7
256,VRMS,hackforla,feature, eslint warnings,45
257,VRMS,hackforla,feature, missing,22
258,VRMS,hackforla,feature, package update,16
259,VRMS,hackforla,feature 3, Dashboard,1
260,VRMS,hackforla,p-feature, Events,2
261,VRMS,hackforla,p-feature, Login,4
262,VRMS,hackforla,p-feature, Navigation,2
263,VRMS,hackforla,p-feature, Profile,1
264,VRMS,hackforla,p-feature, Projects,2
265,VRMS,hackforla,role, Back End,127
266,VRMS,hackforla,role, Database,29
267,VRMS,hackforla,role, Front End,226
268,VRMS,hackforla,role, Missing,33
269,VRMS,hackforla,role, Product,5
270,VRMS,hackforla,role, devops,6
271,VRMS,hackforla,size, 1pt,117
272,VRMS,hackforla,size, 2pt,16
273,VRMS,hackforla,size, 3pt,4
274,VRMS,hackforla,size, 5pt,1
275,VRMS,hackforla,size, missing,66
276,VRMS,hackforla,stakeholder update, Meeting Times,26
277,Website,100automations,feature, Architecture / Standards,10
278,Website,100automations,feature, GitHub board/onboarding,3
279,Website,100automations,feature, Project Framework,9
280,Website,100automations,feature, Roadmap,4
281,Website,100automations,feature, Service Journeys,16
282,Website,100automations,feature, Usability testing,2
283,Website,100automations,feature, accessibility,3
284,Website,100automations,feature, image utilities,1
285,Website,100automations,feature, missing,13
286,Website,100automations,feature, outreach,3
287,Website,100automations,okr, 00.01,1
288,Website,100automations,okr, 01.02,1
289,Website,100automations,okr, 01.03,3
290,Website,100automations,okr, 02.04,1
291,Website,100automations,okr, 02.05,1
292,Website,100automations,okr, 02.06,1
293,Website,100automations,okr, 03.07,1
294,Website,100automations,p-feature, About,10
295,Website,100automations,p-feature, Bios,12
296,Website,100automations,p-feature, Getting Involved,1
297,Website,100automations,p-feature, Guides homepage,3
298,Website,100automations,p-feature, Homepage,8
299,Website,100automations,p-feature, Idea Submission,4
300,Website,100automations,p-feature, Press,24
301,Website,100automations,p-feature, Terms and Conditions,2
302,Website,100automations,p-feature, automations,22
303,Website,100automations,p-feature, credits,1
304,Website,100automations,p-feature, guides,44
305,Website,100automations,p-feature, navigation,3
306,Website,100automations,p-feature, privacy policy,1
307,Website,100automations,role, UI/UX,56
308,Website,100automations,role, administrative,11
309,Website,100automations,role, back end,25
310,Website,100automations,role, content writing,36
311,Website,100automations,role, front end,86
312,Website,100automations,role, marketing,23
313,Website,100automations,role, missing,1
314,Website,100automations,role, product,103
315,Website,100automations,role, project management,39
316,Website,100automations,size, 1pt,33
317,Website,100automations,size, 2pt,10
318,Website,100automations,size, 3 pt,1
319,Website,100automations,size, 8 pt.,1
320,Website,100automations,size, epic,4
321,Website,100automations,size, missing,100
322,YouthJusticeNav,hackforla,feature, agenda,1
323,YouthJusticeNav,hackforla,feature, board/google drive/tools,1
324,YouthJusticeNav,hackforla,feature, missing,68
325,YouthJusticeNav,hackforla,feature, volunteer onboarding,1
326,YouthJusticeNav,hackforla,milestone, missing,40
327,YouthJusticeNav,hackforla,role, UI/UX design,4
328,YouthJusticeNav,hackforla,role, UI/UX research,10
329,YouthJusticeNav,hackforla,role, content writing,2
330,YouthJusticeNav,hackforla,role, missing,22
331,YouthJusticeNav,hackforla,role, org rep,2
332,YouthJusticeNav,hackforla,role, product,36
333,YouthJusticeNav,hackforla,size, 0.25pt,3
334,YouthJusticeNav,hackforla,size, 1pt,1
335,YouthJusticeNav,hackforla,size, missing,67
336,access-the-data,hackforla,feature, ADA/WCAG Compliance,2
337,access-the-data,hackforla,feature, Ecosystem Map,7
338,access-the-data,hackforla,feature, administrative,36
339,access-the-data,hackforla,feature, content,8
340,access-the-data,hackforla,feature, design system,24
341,access-the-data,hackforla,feature, github - wiki maintenance,4
342,access-the-data,hackforla,feature, personas,3
343,access-the-data,hackforla,feature, process documentation,3
344,access-the-data,hackforla,feature, recruitment,10
345,access-the-data,hackforla,feature, usability testing,10
346,access-the-data,hackforla,feature, user research,20
347,access-the-data,hackforla,feature, user stories,2
348,access-the-data,hackforla,feature, website,34
349,access-the-data,hackforla,feature, wireframes,4
350,access-the-data,hackforla,feature, workshops,46
351,access-the-data,hackforla,guide, 311 data,8
352,access-the-data,hackforla,p-feature, navigation,1
353,access-the-data,hackforla,role, content,9
354,access-the-data,hackforla,role, data analyst,42
355,access-the-data,hackforla,role, design,27
356,access-the-data,hackforla,role, engineering,1
357,access-the-data,hackforla,role, org,1
358,access-the-data,hackforla,role, product management,36
359,access-the-data,hackforla,role, project management,16
360,access-the-data,hackforla,role, research,53
361,access-the-data,hackforla,size, 1 pt,92
362,access-the-data,hackforla,size, 2 pts,47
363,access-the-data,hackforla,size, 3 pts,21
364,access-the-data,hackforla,size, 5 pts,14
365,access-the-data,hackforla,size, 8 pts,4
366,access-the-data,hackforla,workshop, 311 data,30
367,admin,hackforla,0.1-status, Setup Epic,2
368,admin,hackforla,0.3-status, Recording Tool Overview,1
369,admin,hackforla,0.5-status, Identify workflows - Admin,10
370,admin,hackforla,1.2-status, Record,2
371,admin,hackforla,1.4-status," Create ""As-Is""",2
372,admin,hackforla,1.6-status, Draft Guide,1
373,admin,hackforla,1.7-status, Review Guide,5
374,admin,hackforla,1.8-status, Final Accessibility and Format Review,1
375,admin,hackforla,epic, 1password,10
376,admin,hackforla,epic, Google Site,1
377,admin,hackforla,epic, templates for issue format,1
378,admin,hackforla,feature, Agenda,1
379,admin,hackforla,feature, guide creation,15
380,admin,hackforla,feature, volunteer request,1
381,admin,hackforla,role, org,1
382,admin,hackforla,role, product,3
383,admin,hackforla,size, 1pt,2
384,admin,hackforla,tg, Gather Examples,6
385,admin,hackforla,tg, Place Guide,1
386,ballotnav,hackforla,feature, Design system,1
387,ballotnav,hackforla,role, Data,6
388,ballotnav,hackforla,role, UI/UX,57
389,ballotnav,hackforla,role, back end/devOps,57
390,ballotnav,hackforla,role, design,3
391,ballotnav,hackforla,role, front end,65
392,ballotnav,hackforla,role, product,21
393,ballotnav,hackforla,role, user research,4
394,ballotnav,hackforla,role, writer,2
395,ballotnav,hackforla,role, writing,5
396,ballotnav,hackforla,size, good second issue,6
397,ballotnav,hackforla,size, large,16
398,ballotnav,hackforla,size, medium,13
399,brigade2point0,hackforla,feature, donation,1
400,brigade2point0,hackforla,feature, guides,1
401,civic-opportunity,hackforla,feature, role descriptions,32
402,civic-opportunity,hackforla,initiative, automation components,3
403,civic-opportunity,hackforla,initiative, communities of practice,9
404,civic-opportunity,hackforla,initiative, pilot projects,25
405,civic-opportunity,hackforla,initiative, recruitment and partnerships,29
406,civic-opportunity,hackforla,initiative, role definitions,32
407,civic-opportunity,hackforla,role, content strategist/writer,3
408,civic-opportunity,hackforla,role, data analyst,4
409,civic-opportunity,hackforla,role, marketing,7
410,civic-opportunity,hackforla,role, partner management,17
411,civic-opportunity,hackforla,role, pilot owner,21
412,civic-opportunity,hackforla,role, product management,88
413,civic-opportunity,hackforla,role, ux designer,8
414,civic-opportunity,hackforla,role, ux research,25
415,community-survey-nc-websites,hackforla,role, Product/Project Management,2
416,community-survey-nc-websites,hackforla,role, front end,1
417,community-survey-nc-websites,hackforla,role, ui,2
418,community-survey-nc-websites,hackforla,role, ux research,1
419,data-science,hackforla,epic, 311 public data sets,3
420,data-science,hackforla,epic, GreenEarthOS,1
421,data-science,hackforla,epic, empowerla.org,1
422,data-science,hackforla,epic, potential projects,1
423,data-science,hackforla,feature, branding,1
424,data-science,hackforla,feature, guide,31
425,data-science,hackforla,feature, labels,1
426,data-science,hackforla,feature, missing,1
427,data-science,hackforla,feature, needs peer review,1
428,data-science,hackforla,feature, onboarding,2
429,data-science,hackforla,feature, project management,6
430,data-science,hackforla,feature, recruitment,1
431,data-science,hackforla,guide, Research,1
432,data-science,hackforla,project, 311 Data,6
433,data-science,hackforla,project, 311-data-dashboards,1
434,data-science,hackforla,project, Climate Collabathon,1
435,data-science,hackforla,project, LAANE,1
436,data-science,hackforla,project, Native Land Attribution,1
437,data-science,hackforla,project, OCS,1
438,data-science,hackforla,project, climate projects,1
439,data-science,hackforla,project, district types,2
440,data-science,hackforla,project, health services,1
441,data-science,hackforla,project, metro 311 correlation,1
442,data-science,hackforla,project, missing,1
443,data-science,hackforla,project, seie,1
444,data-science,hackforla,project, structured context,1
445,data-science,hackforla,project duration, one time,4
446,data-science,hackforla,project duration, ongoing,1
447,data-science,hackforla,project duration, unknown,4
448,data-science,hackforla,role, CoP lead,4
449,data-science,hackforla,role, Data Engineer,1
450,data-science,hackforla,role, data analysis,11
451,data-science,hackforla,role, data science,8
452,data-science,hackforla,role, org,14
453,data-science,hackforla,role, product,17
454,data-science,hackforla,size, 1pt,32
455,data-science,hackforla,size, 2pt,5
456,data-science,hackforla,size, 3pt,2
457,data-science,hackforla,size, 5pt,1
458,data-science,hackforla,size, 8pt,2
459,data-science,hackforla,size, epic,11
460,data-science,hackforla,size, missing,1
461,data-science,hackforla,tg, Draft Template,1
462,engage-backend,hackla-engage,priority, Critical,2
463,engage-backend,hackla-engage,priority, High,8
464,engage-backend,hackla-engage,priority, Low,13
465,engage-backend,hackla-engage,priority, Medium,7
466,engage-backend,hackla-engage,status, Abandoned,3
467,engage-backend,hackla-engage,status, Backlog,3
468,engage-backend,hackla-engage,status, Help Wanted,6
469,engage-backend,hackla-engage,status, In-Progress,8
470,engage-backend,hackla-engage,status, Pending,6
471,engage-backend,hackla-engage,type, Bug,8
472,engage-backend,hackla-engage,type, Documentation,2
473,engage-backend,hackla-engage,type, Enhancement,15
474,engage-backend,hackla-engage,type, Maintenance,4
475,engage-backend,hackla-engage,type, Question(s),2
476,engage-client,hackla-engage,priority, Critical,5
477,engage-client,hackla-engage,priority, High,15
478,engage-client,hackla-engage,priority, Low,16
479,engage-client,hackla-engage,priority, Medium,12
480,engage-client,hackla-engage,status, Accepted,8
481,engage-client,hackla-engage,status, Backlog,6
482,engage-client,hackla-engage,status, Help Wanted,15
483,engage-client,hackla-engage,status, In-Progress,5
484,engage-client,hackla-engage,status, Pending,7
485,engage-client,hackla-engage,status, Proposal,1
486,engage-client,hackla-engage,status, Review Requested,1
487,engage-client,hackla-engage,status, Revision Requested,3
488,engage-client,hackla-engage,type, Bug,6
489,engage-client,hackla-engage,type, Documentation,1
490,engage-client,hackla-engage,type, Enhancement,26
491,engage-client,hackla-engage,type, Maintenance,4
492,engage-client,hackla-engage,type, Mobile,5
493,engage-client,hackla-engage,type, UI/UX Design,7
494,engineering,hackforla,feature, guide creation,6
495,engineering,hackforla,tg, Draft Template,1
496,engineering,hackforla,tg, Gather Examples,6
497,expunge-assist,hackforla,dependency, missing,8
498,expunge-assist,hackforla,feature, Communication/Branding,1
499,expunge-assist,hackforla,feature, GitHub/Project Board maintenance,6
500,expunge-assist,hackforla,feature, Style Guide,4
501,expunge-assist,hackforla,feature, agenda,7
502,expunge-assist,hackforla,feature, figma content writing,44
503,expunge-assist,hackforla,feature, figma design system,9
504,expunge-assist,hackforla,feature, figma desktop prototype,2
505,expunge-assist,hackforla,feature, figma heuristic evaluation,3
506,expunge-assist,hackforla,feature, figma mobile prototype,2
507,expunge-assist,hackforla,feature, figma wireframes,2
508,expunge-assist,hackforla,feature, marketing plans,1
509,expunge-assist,hackforla,feature, missing,78
510,expunge-assist,hackforla,feature, onboard / offboard,3
511,expunge-assist,hackforla,feature, outreach,20
512,expunge-assist,hackforla,feature, recruitment,1
513,expunge-assist,hackforla,feature, research analysis,3
514,expunge-assist,hackforla,feature, research plans,8
515,expunge-assist,hackforla,feature, roadmap,2
516,expunge-assist,hackforla,feature, technical standards,3
517,expunge-assist,hackforla,feature, usability testing,30
518,expunge-assist,hackforla,feature, wiki,6
519,expunge-assist,hackforla,p-feature, About Us,1
520,expunge-assist,hackforla,p-feature, Introduce Yourself,1
521,expunge-assist,hackforla,p-feature, Life Changes,1
522,expunge-assist,hackforla,p-feature, Privacy Policy,2
523,expunge-assist,hackforla,p-feature, URL String Parameters,1
524,expunge-assist,hackforla,p-feature, landing page,15
525,expunge-assist,hackforla,priority, high,153
526,expunge-assist,hackforla,priority, low,49
527,expunge-assist,hackforla,priority, medium,77
528,expunge-assist,hackforla,priority, missing,41
529,expunge-assist,hackforla,role, UX content writing,63
530,expunge-assist,hackforla,role, communications,8
531,expunge-assist,hackforla,role, design,61
532,expunge-assist,hackforla,role, development,134
533,expunge-assist,hackforla,role, missing,5
534,expunge-assist,hackforla,role, product management,34
535,expunge-assist,hackforla,role, research,114
536,expunge-assist,hackforla,size, 1pt,67
537,expunge-assist,hackforla,size, 2pt,28
538,expunge-assist,hackforla,size, 3pt,19
539,expunge-assist,hackforla,size, 5pt,16
540,expunge-assist,hackforla,size, 8pt,4
541,expunge-assist,hackforla,size, good first issue,57
542,expunge-assist,hackforla,size, good second issue,10
543,expunge-assist,hackforla,size, large,21
544,expunge-assist,hackforla,size, medium,33
545,expunge-assist,hackforla,size, missing,62
546,food-oasis,hackforla,feature, Accessibility,13
547,food-oasis,hackforla,feature, Administrative,18
548,food-oasis,hackforla,feature, Agenda,5
549,food-oasis,hackforla,feature, Analytics,6
550,food-oasis,hackforla,feature, Board/Github Maintenance,6
551,food-oasis,hackforla,feature, Design System,16
552,food-oasis,hackforla,feature, Infrastructure,22
553,food-oasis,hackforla,feature, Onboarding,4
554,food-oasis,hackforla,feature, Search,7
555,food-oasis,hackforla,feature, Testing,2
556,food-oasis,hackforla,feature, Usability,27
557,food-oasis,hackforla,milestone, Project Organisation,4
558,food-oasis,hackforla,missing, Feature,2
559,food-oasis,hackforla,missing, Milestone,103
560,food-oasis,hackforla,missing, Role,1
561,food-oasis,hackforla,missing, Size,36
562,food-oasis,hackforla,p-feature, Admin Dashboard,18
563,food-oasis,hackforla,p-feature, Landing Page,8
564,food-oasis,hackforla,p-feature, Map,31
565,food-oasis,hackforla,p-feature, Organization Form,18
566,food-oasis,hackforla,p-feature, Organizations,15
567,food-oasis,hackforla,p-feature, Registration / Login,2
568,food-oasis,hackforla,p-feature, Stakeholder Record,3
569,food-oasis,hackforla,p-feature, Suggestions,2
570,food-oasis,hackforla,p-feature, Tenant Specific Other,2
571,food-oasis,hackforla,p-feature, Tenant Specific Static Content,2
572,food-oasis,hackforla,p-feature, Volunteer Dashboard,10
573,food-oasis,hackforla,partner, Code for Hawaii,5
574,food-oasis,hackforla,partner, McKinney TX,1
575,food-oasis,hackforla,pm, Food Seekers,46
576,food-oasis,hackforla,pm, Volunteers,35
577,food-oasis,hackforla,release note, Bug,102
578,food-oasis,hackforla,release note, Enhancement,127
579,food-oasis,hackforla,release note, Refactor,6
580,food-oasis,hackforla,release note, System Update,5
581,food-oasis,hackforla,release note, Tech Debt,23
